"","sim","DiscountedCost","DiscountedQALY","LY","group"
"267",67,310151.326124478,0.99339942148067,2.17457552021825,"TDxD-Chemo"
"268",67,342997.645534997,1.01775432142871,2.23342743970996,"TDxD-SG"
"269",68,165218.857862527,0.833421393894683,1.7270864897084,"Chemo-Chemo"
"270",68,217887.770895435,0.97028418678555,1.95991793647469,"Chemo-TDxd"
"271",68,247820.513989423,1.08953000530993,2.18564349342362,"TDxD-Chemo"
"272",68,263759.016957354,1.09506809088328,2.1951235574169,"TDxD-SG"
"273",69,165294.339637298,0.718852865943813,1.63002879300617,"Chemo-Chemo"
"274",69,232035.208418665,0.872844240262925,1.95716421679156,"Chemo-TDxd"
"275",69,273240.408697284,1.02801575048593,2.18376276302522,"TDxD-Chemo"
"276",69,288643.755451192,0.984231064282772,2.09932980685647,"TDxD-SG"
"277",70,194346.523469092,0.804187435463118,1.68180151097034,"Chemo-Chemo"
"278",70,247057.843169717,0.942489463765284,1.94121588190053,"Chemo-TDxd"
"279",70,277496.174018619,1.05334410471413,2.12771325095596,"TDxD-Chemo"
"280",70,299007.467960636,1.07396597944989,2.16650843665877,"TDxD-SG"
"281",71,191514.573126555,0.659041374210975,1.6684785235643,"Chemo-Chemo"
"282",71,248526.713739765,0.756180099037201,1.91658772363231,"Chemo-TDxd"
"283",71,277077.090049827,0.902115846485059,2.09801951488474,"TDxD-Chemo"
"284",71,292539.09388533,0.914670851253096,2.13017989578024,"TDxD-SG"
"285",72,191932.08873587,0.73321434946806,1.69999265023811,"Chemo-Chemo"
"286",72,247993.543008006,0.829946385364345,1.90558534044468,"Chemo-TDxd"
"287",72,310630.568436278,0.988549751701641,2.17993480087659,"TDxD-Chemo"
"288",72,315443.010255559,0.941443959770427,2.08358958056198,"TDxD-SG"
"289",73,165030.558479978,0.711269540593005,1.65723382170132,"Chemo-Chemo"
"290",73,229410.40939031,0.854047023434144,1.97237712876678,"Chemo-TDxd"
"291",73,252223.611213928,0.9559889481298,2.08323637787634,"TDxD-Chemo"
"292",73,280336.845904677,0.953332857338661,2.0773669792018,"TDxD-SG"
"293",74,191025.913408766,0.729025346319041,1.63206302714651,"Chemo-Chemo"
"294",74,264130.688235485,0.90219828123362,1.90347942254569,"Chemo-TDxd"
"295",74,309777.36532533,1.03146240814547,2.04609135287049,"TDxD-Chemo"
"296",74,367220.939862508,1.19777157611366,2.32472287033509,"TDxD-SG"
"297",75,183873.623222017,0.735732689442429,1.71249948266045,"Chemo-Chemo"
"298",75,233486.396050171,0.869418127502092,1.98360902858592,"Chemo-TDxd"
"299",75,261209.606371833,1.00435711140551,2.16719255167449,"TDxD-Chemo"
"300",75,283187.553189991,1.04071047641517,2.24106725330838,"TDxD-SG"
"301",76,158957.836415664,0.834611542317754,1.5800592230455,"Chemo-Chemo"
"302",76,258211.441311328,1.03137358520183,2.04291197707773,"Chemo-TDxd"
"303",76,303777.404571015,1.17560079852357,2.20113687145911,"TDxD-Chemo"
"304",76,338977.227663936,1.23463303571434,2.3051274934044,"TDxD-SG"
"305",77,183433.532408255,0.78756296732002,1.66469470990512,"Chemo-Chemo"
"306",77,237794.315508119,0.921435814905959,1.90828098770469,"Chemo-TDxd"
"307",77,285244.903523612,1.11815325048713,2.17833125190154,"TDxD-Chemo"
"308",77,284556.73544971,1.02933719491232,2.01719893838088,"TDxD-SG"
"309",78,174377.953423425,0.74182110303919,1.71193832110328,"Chemo-Chemo"
"310",78,241596.235381489,0.883435532580378,2.00903770947924,"Chemo-TDxd"
"311",78,263743.118201892,0.997699229993747,2.1664212302238,"TDxD-Chemo"
"312",78,278443.900708485,0.974870779674924,2.11842186787686,"TDxD-SG"
"313",79,208585.959934047,0.882000524519415,1.75469179381444,"Chemo-Chemo"
"314",79,273542.420422468,1.0529458637703,2.04700986286103,"Chemo-TDxd"
"315",79,284423.285369334,1.099678445394,2.09043625501882,"TDxD-Chemo"
"316",79,312539.015818509,1.13299787759626,2.147378190937,"TDxD-SG"
"317",80,177254.031472411,0.626134970525533,1.63806105621455,"Chemo-Chemo"
"318",80,243017.835870589,0.732436927428624,1.90743203789233,"Chemo-TDxd"
"319",80,284522.326678434,0.874513914547406,2.05324940025208,"TDxD-Chemo"
"320",80,300348.519982437,0.876937468414766,2.05936166960859,"TDxD-SG"
"321",81,163292.598664875,0.790261768645199,1.5959195556122,"Chemo-Chemo"
"322",81,288081.570946584,1.01124911698489,2.22386305983235,"Chemo-TDxd"
"323",81,298405.025417917,1.13703601575886,2.34233878629279,"TDxD-Chemo"
"324",81,315640.026130056,1.14032551632642,2.35034716348954,"TDxD-SG"
